sample	chr	startpos	endpos	nProbesCr	nProbesAf	logR	baf	nMajor	nMinor	purifiedLogR	purifiedLoh
patient3_p1	chr2	96552651	192300550	85396	45961	0.415	0.497	2	2	0.458	0.006
patient3_p1	chr2	192300551	229013150	33921	16653	0.395	0.498	2	2	0.437	0.005
patient3_p1	chr2	229013151	242110100	11691	8654	0.433	0.498	2	2	0.478	0.004
patient3_p1	chr3	12351	21454850	19782	14291	-0.034	0.306	2	1	-0.038	0.438
patient3_p1	chr3	21454851	21481850	27	27	-0.612	0.477	1	1	-0.708	0.054
patient3_p1	chr3	21481851	50460450	26226	14017	-0.064	0.312	2	1	-0.072	0.424
patient3_p1	chr3	50462451	90455250	36844	21572	0.124	0.404	2	1	0.139	0.213
patient3_p1	chr3	91296851	97883050	4009	2515	0.366	0.492	2	2	0.406	0.017
patient3_p1	chr3	97883051	98089950	181	86	0.712	0.418	3	2	0.779	0.176
patient3_p1	chr3	98089951	121477350	21439	14689	0.434	0.497	2	2	0.48	0.006
patient3_p1	chr3	121477351	157555150	32819	19829	0.572	0.497	2	2	0.629	0.006
patient3_p1	chr3	157555151	194754650	34135	21144	0.669	0.496	2	2	0.733	0.008
patient3_p1	chr3	194754651	194801650	46	35	1.284	0.341	5	3	1.385	0.334
patient3_p1	chr3	194801651	198098650	2485	1655	0.727	0.493	3	3	0.796	0.014
patient3_p1	chr4	137201	52707850	45533	33141	-0.464	0.073	2	0	-0.533	1.006
patient3_p1	chr4	52707851	52724850	15	1	0.331	0.48	2	2	0.367	0.045
patient3_p1	chr4	52724851	109601350	52168	33507	-0.481	0.074	2	0	-0.552	1.006
patient3_p1	chr4	109601351	109794350	175	127	0.093	0.055	3	0	0.104	0.992
patient3_p1	chr4	109794351	168730050	54287	36650	-0.485	0.074	2	0	-0.557	1.007
patient3_p1	chr4	168730051	168824050	86	123	0.424	0.044	4	0	0.468	0.994
patient3_p1	chr4	168825051	190037450	19368	14215	-0.477	0.074	2	0	-0.548	1.004
patient3_p1	chr5	43851	18831200	17032	13965	0.051	0.348	2	1	0.057	0.341
patient3_p1	chr5	18831201	18866200	31	0	-1.416	NA	NA	NA	-1.748	NA
patient3_p1	chr5	18866201	69532250	42901	26623	0.024	0.352	2	1	0.027	0.332
patient3_p1	chr5	71365251	128897950	52848	29597	-0.409	0.481	1	1	-0.468	0.045
patient3_p1	chr5	128897951	129011950	107	81	0.082	0.372	2	1	0.092	0.285
patient3_p1	chr5	129011951	159023150	27457	15768	-0.368	0.474	1	1	-0.421	0.06
patient3_p1	chr5	159023151	159149150	116	70	0.097	0.386	2	1	0.109	0.253
patient3_p1	chr5	159149151	179651350	18154	13450	-0.363	0.484	1	1	-0.414	0.038
patient3_p1	chr5	179658351	179690350	21	18	-1.067	0.207	1	0	-1.276	0.76
patient3_p1	chr5	179691351	181172350	1250	831	-0.322	0.483	1	1	-0.367	0.04
patient3_p1	chr6	148001	12044550	10773	8416	0.682	0.404	3	2	0.747	0.206
patient3_p1	chr6	12044551	68574400	49071	35604	0.4	0.489	2	2	0.443	0.023
patient3_p1	chr6	68574401	119107550	46558	29414	-0.478	0.074	2	0	-0.549	1.006
patient3_p1	chr6	119107551	119122550	14	1	-1.234	0.491	1	1	-1.496	0.024
patient3_p1	chr6	119123551	149092550	27829	16027	-0.468	0.072	2	0	-0.537	1.008
patient3_p1	chr6	149092551	149415550	299	335	0.048	0.051	3	0	0.054	1.004
patient3_p1	chr6	149415551	158592550	8437	6318	-0.435	0.071	2	0	-0.499	1.007
patient3_p1	chr6	158592551	159126550	475	565	0.057	0.051	3	0	0.064	1.004
patient3_p1	chr6	159126551	170611150	10349	7986	-0.449	0.071	2	0	-0.515	1.008
patient3_p1	chr7	50351	6822250	5561	4594	0.011	0.372	2	1	0.013	0.286
patient3_p1	chr7	6828251	57410350	46080	33956	-0.066	0.372	2	1	-0.075	0.288
patient3_p1	chr7	57410351	57418350	8	0	-1.39	NA	NA	NA	-1.71	NA
patient3_p1	chr7	57418351	137274400	65552	36846	0.049	0.349	2	1	0.055	0.338
patient3_p1	chr7	137274401	152739850	13286	8262	0.412	0.277	3	1	0.456	0.485
patient3_p1	chr7	152741851	159333850	5657	4778	0.066	0.348	2	1	0.074	0.34
patient3_p1	chr8	206001	37465050	32366	30018	0.669	0.426	3	2	0.733	0.159
patient3_p1	chr8	37466051	138438550	91063	49902	0.712	0.412	3	2	0.779	0.19
patient3_p1	chr8	138438551	145075350	5888	4037	0.51	0.493	2	2	0.562	0.015
patient3_p1	chr9	14001	69202850	36864	28762	0.073	0.363	2	1	0.082	0.306
patient3_p1	chr9	69203851	96621850	24851	17713	-1.173	0.12	1	0	-1.415	1.011
patient3_p1	chr9	96621851	122012350	23315	15717	0.05	0.38	2	1	0.056	0.269
patient3_p1	chr9	122012351	134039350	10613	5760	0.452	0.3	3	1	0.498	0.434
patient3_p1	chr9	134039351	134493250	376	257	1.001	0.214	5	1	1.087	0.606
patient3_p1	chr9	134494251	138212550	3151	2439	0.492	0.302	3	1	0.543	0.43
patient3_p1	chr10	47451	29689450	26904	18864	0.414	0.497	2	2	0.458	0.006
patient3_p1	chr10	29689451	30204450	456	289	0.719	0.406	3	2	0.787	0.201
patient3_p1	chr10	30204451	34967450	4338	2792	0.42	0.487	2	2	0.464	0.028
patient3_p1	chr10	34967451	39578900	3743	891	0.253	0.45	2	2	0.281	0.111
patient3_p1	chr10	41714651	74776500	28042	19153	0.382	0.492	2	2	0.422	0.019
patient3_p1	chr10	74776501	75760500	903	246	0.571	0.49	2	2	0.628	0.023
patient3_p1	chr10	75760501	133622150	52508	32144	0.39	0.488	2	2	0.432	0.027
patient3_p1	chr11	197251	60625000	51176	37828	0.044	0.052	3	0	0.049	1.003
patient3_p1	chr11	60625001	68073150	6348	2424	0.134	0.051	3	0	0.15	0.998
patient3_p1	chr11	68073151	68505150	360	156	0.479	0.041	4	0	0.528	0.997
patient3_p1	chr11	68505151	135075250	60829	35021	0.089	0.05	3	0	0.1	1.003
patient3_p1	chr12	78551	32260600	28607	18839	-0.44	0.497	1	1	-0.505	0.008
patient3_p1	chr12	32260601	32802600	483	487	0.087	0.352	2	1	0.098	0.33
patient3_p1	chr12	32802601	56499350	19019	11670	-0.445	0.494	1	1	-0.511	0.015
patient3_p1	chr12	56499351	119747250	57924	32763	0.001	0.364	2	1	0.001	0.306
patient3_p1	chr12	119747251	120692250	789	474	0.288	0.444	2	2	0.32	0.124
patient3_p1	chr12	120692251	133248950	11020	7412	0.053	0.366	2	1	0.059	0.299
patient3_p1	chr13	18455101	32252100	12380	9497	0.072	0.347	2	1	0.08	0.342
patient3_p1	chr13	32252101	32311100	54	5	0.505	0.48	2	2	0.557	0.043
patient3_p1	chr13	32311101	94648500	57667	35927	0.095	0.349	2	1	0.106	0.336
patient3_p1	chr13	94648501	114351950	17995	12203	0.181	0.342	2	1	0.201	0.349
patient3_p1	chr14	19960301	40438450	18001	12495	0.409	0.497	2	2	0.452	0.006
patient3_p1	chr14	40438451	55423750	13671	8898	0.372	0.49	2	2	0.411	0.022
patient3_p1	chr14	55423751	56073750	593	608	0.709	0.42	3	2	0.776	0.172
patient3_p1	chr14	56073751	69020850	11889	7126	0.408	0.496	2	2	0.451	0.01
patient3_p1	chr14	69020851	106862450	33965	19273	0.098	0.372	2	1	0.11	0.286
patient3_p1	chr14	106863451	106883450	20	1	-0.486	0.491	1	1	-0.558	0.022
patient3_p1	chr15	17034751	23807150	921	378	-0.059	0.07	3	0	-0.066	0.971
patient3_p1	chr15	23807151	47490200	19624	12034	-0.332	0.094	2	0	-0.378	0.941
patient3_p1	chr15	47490201	51869200	4010	2881	-0.203	0.087	2	0	-0.23	0.945
patient3_p1	chr15	51869201	66243600	13042	7865	-0.326	0.093	2	0	-0.372	0.943
patient3_p1	chr15	66243601	71406600	4734	2210	-0.073	0.079	3	0	-0.082	0.951
patient3_p1	chr15	71406601	101887550	26791	18599	-0.342	0.097	2	0	-0.391	0.935
patient3_p1	chr16	17001	34272150	25220	19171	-0.41	0.072	2	0	-0.469	1.001
patient3_p1	chr16	34632851	90100000	39614	29647	-0.564	0.078	2	0	-0.651	1.007
patient3_p1	chr17	387901	43225200	31647	18674	-0.412	0.073	2	0	-0.472	1
patient3_p1	chr17	43226201	75153050	27494	17306	0.128	0.05	3	0	0.143	0.999
patient3_p1	chr17	75153051	83204050	6954	4830	0.298	0.045	4	0	0.331	0.999
patient3_p1	chr18	64351	14280250	12953	9922	-0.393	0.48	1	1	-0.45	0.047
patient3_p1	chr18	14280251	14299250	14	0	-1.412	NA	NA	NA	-1.741	NA
patient3_p1	chr18	14299251	80257250	55145	33730	-0.446	0.494	1	1	-0.512	0.015
patient3_p1	chr19	270951	6462950	4765	3590	-0.366	0.074	2	0	-0.419	0.992
patient3_p1	chr19	6462951	7751750	947	1002	1.284	0.284	6	2	1.385	0.452
patient3_p1	chr19	7752751	9516250	1316	1039	1.422	0.256	6	2	1.529	0.508
patient3_p1	chr19	9516251	10859250	1041	438	2.053	0.175	11	2	2.182	0.668
patient3_p1	chr19	10859251	11349250	390	320	0.746	0.427	3	2	0.816	0.156
patient3_p1	chr19	11349251	11911250	461	277	0.979	0.368	4	2	1.063	0.279
patient3_p1	chr19	11911251	14841250	2270	1356	0.463	0.469	2	2	0.511	0.067
patient3_p1	chr19	14841251	15965250	924	804	0.698	0.427	3	2	0.765	0.156
patient3_p1	chr19	15965251	17377250	1147	805	0.142	0.35	2	1	0.159	0.333
patient3_p1	chr19	17377251	18232250	635	486	0.858	0.399	3	2	0.936	0.215
patient3_p1	chr19	18233251	18623250	318	163	0.629	0.491	2	2	0.69	0.02
patient3_p1	chr19	18623251	20812500	1759	1559	0.825	0.392	3	2	0.9	0.231
patient3_p1	chr19	20813501	21343500	462	858	0.873	0.366	4	2	0.951	0.285
patient3_p1	chr19	21343501	24330350	2565	1479	0.521	0.452	2	2	0.574	0.103
patient3_p1	chr19	27274251	27313250	38	22	1.08	0.317	5	2	1.171	0.385
patient3_p1	chr19	27313251	28070150	632	138	0.403	0.46	2	2	0.445	0.087
patient3_p1	chr19	28070151	28613150	501	505	-0.363	0.142	2	0	-0.415	0.834
patient3_p1	chr19	28613151	29338150	661	483	0.354	0.449	2	2	0.393	0.112
patient3_p1	chr19	29338151	29926150	503	423	0.442	0.492	2	2	0.488	0.017
patient3_p1	chr19	29926151	30363150	391	52	-0.317	0.162	2	0	-0.361	0.784
patient3_p1	chr19	30363151	30818150	409	42	0.16	0.385	2	1	0.178	0.255
patient3_p1	chr19	30818151	31391150	533	195	0.498	0.488	2	2	0.548	0.027
patient3_p1	chr19	31391151	31458150	65	119	0.817	0.388	3	2	0.891	0.239
patient3_p1	chr19	31458151	33718150	2024	1321	0.281	0.422	2	2	0.313	0.171
patient3_p1	chr19	33718151	33936150	190	194	0.63	0.478	3	2	0.691	0.048
patient3_p1	chr19	33936151	34167150	202	100	0.829	0.39	3	2	0.904	0.234
patient3_p1	chr19	34168151	34747250	505	424	0.256	0.449	2	2	0.285	0.112
patient3_p1	chr19	34747251	41171300	5116	3127	0.444	0.496	2	2	0.49	0.009
patient3_p1	chr19	41171301	43049300	1314	334	-0.325	0.14	2	0	-0.37	0.836
patient3_p1	chr19	43049301	45048450	1501	1301	0.312	0.45	2	2	0.347	0.111
patient3_p1	chr19	45048451	46214450	923	500	0.456	0.493	2	2	0.504	0.014
patient3_p1	chr19	46214451	50450150	3159	2077	-0.3	0.142	2	0	-0.342	0.827
patient3_p1	chr19	50450151	50517150	44	4	0.223	0.489	2	2	0.248	0.025
patient3_p1	chr19	50517151	51258150	559	555	-0.314	0.15	2	0	-0.358	0.809
patient3_p1	chr19	51258151	51276150	18	10	0.226	0.473	2	2	0.252	0.06
patient3_p1	chr19	51276151	52641150	1180	766	-0.353	0.151	2	0	-0.403	0.811
patient3_p1	chr19	52641151	54540400	1459	1607	0.164	0.388	2	1	0.183	0.248
patient3_p1	chr19	54540401	55296400	491	343	-0.32	0.15	2	0	-0.365	0.811
patient3_p1	chr19	55296401	56330400	850	854	0.177	0.384	2	1	0.198	0.257
patient3_p1	chr19	56332401	58520400	1892	1488	0.242	0.434	2	2	0.269	0.146
patient3_p1	chr19	58521401	58538400	15	6	-0.413	0.184	2	0	-0.473	0.739
patient3_p1	chr20	67651	35414750	28399	17754	0.474	0.494	2	2	0.523	0.012
patient3_p1	chr20	35415751	35612750	160	0	1.048	NA	NA	NA	1.137	NA
patient3_p1	chr20	35612751	37178750	1291	213	0.518	0.492	2	2	0.571	0.018
patient3_p1	chr20	37178751	49716950	11439	6801	-0.358	0.07	2	0	-0.409	1
patient3_p1	chr20	49716951	49815950	89	128	1.035	0.369	4	2	1.123	0.276
patient3_p1	chr20	49815951	50878950	937	430	1.467	0.271	7	2	1.576	0.477
patient3_p1	chr20	50878951	51122950	229	79	1.041	0.356	4	2	1.13	0.305
patient3_p1	chr20	51122951	51215950	87	85	-0.356	0.09	2	0	-0.407	0.954
patient3_p1	chr20	51215951	51285950	66	51	1.02	0.374	4	2	1.108	0.267
patient3_p1	chr20	51285951	51960950	606	461	0.529	0.493	2	2	0.582	0.015
patient3_p1	chr20	51961951	64284950	11220	7584	-0.339	0.069	2	0	-0.387	1
patient3_p1	chr21	12965551	18062800	4152	2661	0.085	0.07	3	0	0.095	0.958
patient3_p1	chr21	18062801	31970800	12938	9558	-0.188	0.086	3	0	-0.213	0.945
patient3_p1	chr21	31970801	46681650	12742	9366	0.277	0.062	4	0	0.308	0.962
patient3_p1	chr22	10684001	15940150	47	5	0.164	0.449	2	2	0.183	0.113
patient3_p1	chr22	15947151	50781650	28801	19584	-0.41	0.071	2	0	-0.47	1.004
patient3_p1	chrX	331051	72177250	57545	19738	-1.25	0.127	1	0	-1.519	1.009
patient3_p1	chrX	72180251	72267250	80	3	-0.405	0.364	1	1	-0.464	0.318
patient3_p1	chrX	72267251	89200450	14397	5964	-1.282	0.127	1	0	-1.562	1.018
patient3_p1	chrX	89214151	93049350	1427	656	-1.433	0.127	1	0	-1.772	1.059
patient3_p1	chrX	93049351	155983250	53679	18322	-1.268	0.128	1	0	-1.542	1.01
patient3_p2	chr1	794251	6344500	4732	4189	-0.41	0.063	2	0	-0.456	0.988
patient3_p2	chr1	6344501	6666500	273	83	0.12	0.045	3	0	0.131	0.99
patient3_p2	chr1	6666501	22420500	12592	8836	-0.43	0.062	2	0	-0.478	0.991
patient3_p2	chr1	22420501	32595500	8686	4828	-1.26	0.114	1	0	-1.465	0.973
patient3_p2	chr1	32596501	32715500	103	28	-0.45	0.481	1	1	-0.501	0.043
patient3_p2	chr1	32715501	32766500	39	13	0.096	0.451	2	1	0.105	0.107
patient3_p2	chr1	32766501	35822500	2737	959	-0.442	0.49	1	1	-0.492	0.022
patient3_p2	chr1	35822501	36246500	355	165	0.093	0.336	2	1	0.101	0.357
patient3_p2	chr1	36246501	78676500	38600	19974	-0.472	0.496	1	1	-0.526	0.009
patient3_p2	chr1	78676501	78730500	49	1	0.02	0.488	2	1	0.022	0.025
patient3_p2	chr1	78730501	101325150	20797	13617	-0.483	0.496	1	1	-0.538	0.01
patient3_p2	chr1	101325151	161518150	28632	17249	0.059	0.344	2	1	0.065	0.339
patient3_p2	chr1	161518151	161555150	25	1	0.438	0.486	2	2	0.473	0.03
patient3_p2	chr1	161559151	205264900	39846	23145	0.039	0.349	2	1	0.043	0.33
patient3_p2	chr1	205266901	228396750	20828	11385	0.06	0.348	2	1	0.066	0.332
patient3_p2	chr1	228396751	228555750	144	107	0.495	0.265	3	1	0.534	0.502
patient3_p2	chr1	228646751	248930600	18162	13503	0.04	0.346	2	1	0.043	0.337
patient3_p2	chr2	12001	4164850	3738	3272	0.026	0.347	2	1	0.029	0.335
patient3_p2	chr2	4164851	4175850	10	0	-1.406	NA	NA	NA	-1.652	NA
patient3_p2	chr2	4175851	24376150	18816	12898	0.046	0.349	2	1	0.05	0.33
patient3_p2	chr2	24378151	24389150	9	0	-1.326	NA	NA	NA	-1.548	NA
patient3_p2	chr2	24390151	49305450	22643	15789	0.06	0.348	2	1	0.066	0.331
patient3_p2	chr2	49306451	49317450	11	1	-1.555	0.488	0	0	-1.848	0.033
patient3_p2	chr2	49317451	76946750	25314	16158	0.051	0.352	2	1	0.056	0.323
patient3_p2	chr2	76946751	96344650	11397	6736	0.42	0.497	2	2	0.454	0.007
patient3_p2	chr2	96344651	96552650	179	7	0.739	0.439	3	2	0.793	0.128
patient3_p2	chr2	96552651	138943250	35865	20040	0.432	0.496	2	2	0.467	0.009
patient3_p2	chr2	138943251	141032250	1944	1415	0.367	0.495	2	2	0.397	0.01
patient3_p2	chr2	141032251	141460250	397	308	0.117	0.417	2	1	0.128	0.18
patient3_p2	chr2	141460251	242110100	92802	49505	0.422	0.498	2	2	0.456	0.003
patient3_p2	chr3	12351	21453850	19781	14291	0.034	0.345	2	1	0.037	0.339
patient3_p2	chr3	21453851	21481850	28	27	-0.556	0.476	1	1	-0.622	0.054
patient3_p2	chr3	21481851	50460450	26226	14017	0.04	0.346	2	1	0.044	0.335
patient3_p2	chr3	50462451	75345450	23063	13561	0.424	0.498	2	2	0.459	0.005
patient3_p2	chr3	75345451	97883050	17790	10526	0.363	0.498	2	2	0.394	0.005
patient3_p2	chr3	97883051	98092950	184	97	0.739	0.42	3	2	0.793	0.169
patient3_p2	chr3	98092951	116742350	17071	11801	0.426	0.496	2	2	0.461	0.009
patient3_p2	chr3	116742351	117371350	598	466	0.162	0.419	2	1	0.177	0.176
patient3_p2	chr3	117372351	117428350	55	2	0.387	0.488	2	2	0.419	0.027
patient3_p2	chr3	117428351	194754650	70666	43382	0.635	0.433	3	2	0.683	0.142
patient3_p2	chr3	194754651	194801650	46	35	1.174	0.412	4	3	1.248	0.183
patient3_p2	chr3	194801651	198098650	2485	1655	0.662	0.435	3	2	0.712	0.138
patient3_p2	chr4	137201	52707850	45533	33141	-0.49	0.061	2	0	-0.546	0.999
patient3_p2	chr4	52707851	52724850	15	1	0.353	0.487	2	2	0.382	0.028
patient3_p2	chr4	52724851	109601350	52168	33507	-0.501	0.062	2	0	-0.559	1
patient3_p2	chr4	109601351	109794350	175	127	0.059	0.047	3	0	0.064	0.989
patient3_p2	chr4	109794351	168730050	54287	36650	-0.503	0.061	2	0	-0.562	1.001
patient3_p2	chr4	168730051	168824050	86	123	0.428	0.036	4	0	0.463	0.993
patient3_p2	chr4	168825051	190037450	19368	14215	-0.513	0.062	2	0	-0.573	1
patient3_p2	chr5	43851	18832200	17033	13965	0.038	0.349	2	1	0.041	0.33
patient3_p2	chr5	18832201	18866200	30	0	-1.468	NA	NA	NA	-1.732	NA
patient3_p2	chr5	18866201	69483250	42859	26621	0.026	0.347	2	1	0.028	0.335
patient3_p2	chr5	69483251	69532250	42	2	0.437	0.478	2	2	0.473	0.047
patient3_p2	chr5	71365251	128897950	52848	29597	-0.49	0.496	1	1	-0.546	0.009
patient3_p2	chr5	128897951	129011950	107	81	0.017	0.369	2	1	0.019	0.286
patient3_p2	chr5	129011951	159023150	27457	15768	-0.462	0.495	1	1	-0.515	0.011
patient3_p2	chr5	159023151	159150150	117	70	0.08	0.356	2	1	0.088	0.314
patient3_p2	chr5	159151151	179651350	18153	13450	-0.468	0.497	1	1	-0.522	0.007
patient3_p2	chr5	179658351	179690350	21	18	-1.338	0.166	1	0	-1.564	0.855
patient3_p2	chr5	179691351	181172350	1250	831	-0.451	0.494	1	1	-0.502	0.013
patient3_p2	chr6	148001	12043550	10772	8416	0.735	0.401	3	2	0.789	0.208
patient3_p2	chr6	12043551	44691650	29113	21113	0.441	0.485	2	2	0.477	0.032
patient3_p2	chr6	44691651	68574400	19959	14491	0.39	0.494	2	2	0.422	0.012
patient3_p2	chr6	68574401	119107550	46558	29414	-0.5	0.061	2	0	-0.557	1
patient3_p2	chr6	119107551	119122550	14	1	-1.268	0.485	1	1	-1.474	0.038
patient3_p2	chr6	119123551	149092550	27829	16027	-0.494	0.062	2	0	-0.551	0.999
patient3_p2	chr6	149092551	149416550	300	336	0.048	0.045	3	0	0.053	0.993
patient3_p2	chr6	149416551	158595550	8439	6318	-0.474	0.063	2	0	-0.528	0.994
patient3_p2	chr6	158595551	159126550	472	564	0.06	0.046	3	0	0.065	0.99
patient3_p2	chr6	159126551	170611150	10349	7986	-0.486	0.062	2	0	-0.542	0.998
patient3_p2	chr7	50351	57410350	51641	38550	0.046	0.348	2	1	0.051	0.331
patient3_p2	chr7	57410351	137274400	65560	36846	0.038	0.347	2	1	0.041	0.334
patient3_p2	chr7	137274401	152739850	13286	8262	0.474	0.262	3	1	0.512	0.507
patient3_p2	chr7	152741851	159333850	5657	4778	0.076	0.34	2	1	0.083	0.348
patient3_p2	chr8	206001	138438550	123429	79920	0.723	0.405	3	2	0.776	0.2
patient3_p2	chr8	138438551	144664350	5529	3709	0.473	0.493	2	2	0.511	0.016
patient3_p2	chr8	144664351	145075350	359	328	0.204	0.41	2	1	0.222	0.194
patient3_p2	chr9	14001	39090150	35552	28176	0.041	0.35	2	1	0.045	0.327
patient3_p2	chr9	39094151	68416850	579	155	-0.128	0.344	2	1	-0.141	0.346
patient3_p2	chr9	68416851	69202850	733	431	0.042	0.351	2	1	0.046	0.325
patient3_p2	chr9	69203851	96621850	24851	17713	-1.308	0.104	1	0	-1.526	1.008
patient3_p2	chr9	96621851	122005350	23309	15715	0.04	0.354	2	1	0.044	0.32
patient3_p2	chr9	122005351	134039350	10619	5762	0.466	0.275	3	1	0.503	0.48
patient3_p2	chr9	134039351	134493250	376	257	1.056	0.187	5	1	1.126	0.654
patient3_p2	chr9	134494251	138212550	3151	2439	0.492	0.267	3	1	0.531	0.496
patient3_p2	chr10	47451	29689450	26904	18864	0.424	0.497	2	2	0.458	0.006
patient3_p2	chr10	29689451	30204450	456	289	0.729	0.407	3	2	0.782	0.197
patient3_p2	chr10	30204451	34968450	4339	2792	0.43	0.492	2	2	0.464	0.016
patient3_p2	chr10	34968451	39578900	3742	891	0.03	0.353	2	1	0.033	0.321
patient3_p2	chr10	41714651	133622150	81453	51543	0.436	0.498	2	2	0.471	0.005
patient3_p2	chr11	197251	68073150	57524	40252	0.044	0.043	3	0	0.048	0.998
patient3_p2	chr11	68073151	68505150	360	156	0.471	0.037	4	0	0.509	0.988
patient3_p2	chr11	68505151	135075250	60829	35021	0.048	0.042	3	0	0.053	0.999
patient3_p2	chr12	78551	32259600	28606	18839	-0.467	0.493	1	1	-0.52	0.016
patient3_p2	chr12	32259601	32802600	484	487	0.051	0.348	2	1	0.055	0.333
patient3_p2	chr12	32802601	56499350	19019	11670	-0.474	0.493	1	1	-0.528	0.015
patient3_p2	chr12	56499351	56531350	27	1	0.041	0.487	2	2	0.045	0.029
patient3_p2	chr12	56531351	56733350	155	72	0.451	0.273	3	1	0.487	0.484
patient3_p2	chr12	56733351	133248950	69551	40576	0.039	0.348	2	1	0.043	0.333
patient3_p2	chr13	18455101	32252100	12380	9497	0.045	0.347	2	1	0.049	0.334
patient3_p2	chr13	32252101	32311100	54	5	0.481	0.49	2	2	0.519	0.021
patient3_p2	chr13	32311101	114351950	75662	48130	0.03	0.349	2	1	0.033	0.33
patient3_p2	chr14	19960301	55426750	31675	21398	0.435	0.492	2	2	0.47	0.018
patient3_p2	chr14	55426751	56074750	591	603	0.726	0.418	3	2	0.779	0.174
patient3_p2	chr14	56074751	69019850	11887	7126	0.437	0.498	2	2	0.473	0.005
patient3_p2	chr14	69019851	106883450	33986	19274	0.037	0.354	2	1	0.04	0.319
patient3_p2	chr15	17034751	66240600	37595	23158	-0.47	0.064	2	0	-0.524	0.991
patient3_p2	chr15	66240601	71406600	4736	2210	-0.256	0.056	2	0	-0.283	0.992
patient3_p2	chr15	71406601	101887550	26791	18599	-0.464	0.063	2	0	-0.517	0.993
patient3_p2	chr16	17001	90100000	64834	48818	-0.469	0.062	2	0	-0.523	0.997
patient3_p2	chr17	387901	38918200	27966	17143	-0.453	0.06	2	0	-0.505	0.999
patient3_p2	chr17	38918201	39092200	143	2	-0.102	0.487	1	1	-0.112	0.028
patient3_p2	chr17	39092201	43227200	3539	1529	-0.436	0.06	2	0	-0.485	0.997
patient3_p2	chr17	43324051	83204050	34447	22136	0.089	0.04	3	0	0.097	1
patient3_p2	chr18	64351	14280250	12953	9922	-0.465	0.486	1	1	-0.518	0.031
patient3_p2	chr18	14280251	14299250	14	0	-1.398	NA	NA	NA	-1.642	NA
patient3_p2	chr18	14299251	80257250	55145	33730	-0.496	0.492	1	1	-0.553	0.017
patient3_p2	chr19	270951	6462950	4765	3590	-0.412	0.06	2	0	-0.458	0.995
patient3_p2	chr19	6462951	7751750	947	1002	1.084	0.329	5	2	1.154	0.358
patient3_p2	chr19	7752751	9515250	1315	1038	1.305	0.277	6	2	1.384	0.462
patient3_p2	chr19	9515251	10859250	1042	439	1.824	0.204	9	2	1.919	0.606
patient3_p2	chr19	10859251	11349250	390	320	0.526	0.489	2	2	0.567	0.023
patient3_p2	chr19	11349251	11820250	380	169	0.844	0.397	3	2	0.904	0.216
patient3_p2	chr19	11820251	12085250	218	122	0.337	0.475	2	2	0.365	0.054
patient3_p2	chr19	12085251	12220250	114	59	0.77	0.414	3	2	0.826	0.181
patient3_p2	chr19	12220251	14841250	2019	1283	0.5	0.486	2	2	0.539	0.029
patient3_p2	chr19	14841251	15965250	924	804	0.842	0.381	4	2	0.902	0.25
patient3_p2	chr19	15965251	17350250	1128	784	0.196	0.391	2	1	0.213	0.236
patient3_p2	chr19	17350251	17364250	12	19	-0.419	0.148	2	0	-0.466	0.797
patient3_p2	chr19	17365251	18234250	643	488	0.935	0.372	4	2	0.999	0.269
patient3_p2	chr19	18234251	18625250	319	166	0.621	0.471	3	2	0.668	0.061
patient3_p2	chr19	18625251	20788500	1737	1476	0.906	0.368	4	2	0.968	0.277
patient3_p2	chr19	20788501	21343500	482	938	1.126	0.303	5	2	1.198	0.41
patient3_p2	chr19	21343501	21687500	295	434	0.737	0.393	3	2	0.79	0.225
patient3_p2	chr19	21687501	24330350	2270	1045	0.52	0.467	2	2	0.56	0.07
patient3_p2	chr19	27274251	27432150	67	45	1.022	0.331	4	2	1.09	0.352
patient3_p2	chr19	27432151	28067150	600	111	0.444	0.487	2	2	0.48	0.027
patient3_p2	chr19	28067151	28612150	503	508	-0.489	0.072	2	0	-0.545	0.975
patient3_p2	chr19	28612151	28986150	339	180	0.086	0.369	2	1	0.094	0.286
patient3_p2	chr19	28986151	29338150	323	304	0.517	0.464	2	2	0.557	0.077
patient3_p2	chr19	29338151	29926150	503	423	0.476	0.493	2	2	0.514	0.015
patient3_p2	chr19	29926151	30358150	387	52	-0.447	0.088	2	0	-0.498	0.934
patient3_p2	chr19	30358151	30818150	413	42	0.092	0.359	2	1	0.101	0.306
patient3_p2	chr19	30818151	31391150	533	195	0.468	0.489	2	2	0.505	0.023
patient3_p2	chr19	31391151	31458150	65	119	0.864	0.36	4	2	0.924	0.295
patient3_p2	chr19	31458151	33718150	2024	1321	0.103	0.367	2	1	0.113	0.289
patient3_p2	chr19	33718151	33936150	190	194	0.496	0.491	2	2	0.535	0.018
patient3_p2	chr19	33936151	34167150	202	100	0.801	0.392	3	2	0.858	0.228
patient3_p2	chr19	34168151	34747250	505	424	0.105	0.369	2	1	0.114	0.286
patient3_p2	chr19	34747251	41171300	5116	3127	0.49	0.494	2	2	0.528	0.012
patient3_p2	chr19	41171301	43049300	1314	334	-0.423	0.068	2	0	-0.471	0.977
patient3_p2	chr19	43049301	43753300	429	360	0.467	0.487	2	2	0.505	0.028
patient3_p2	chr19	43754301	45049450	1073	941	0.128	0.365	2	1	0.139	0.294
patient3_p2	chr19	45049451	46214450	922	500	0.511	0.487	2	2	0.551	0.028
